,,,SpineMid,,,Neck,,,Head,,,ShoulderLeft,,,ElbowLeft,,,WristLeft,,,HandLeft,,,ShoulderRight,,,ElbowRight,,,WristRight,,,HandRight,,,SpineShoulder,,
15:01.3,197374,0,0.134095,-0.118015,0.958,0.457176,-0.160573,1.375,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.130359,0.042612,0.976
15:01.3,197407,0,0.144556,-0.122608,0.946,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.17611,0.012799,1.106
15:01.4,197441,0,0.139803,-0.117646,0.955,0.457176,-0.160573,1.375,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.136763,0.055195,0.977
15:01.4,197475,0,0.143792,-0.127999,0.941,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.130225,0.048825,0.975
15:01.4,197507,0,0.110585,-0.107314,0.828,0.455181,-0.159872,1.369,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.102862,0.037199,0.852
15:01.5,197542,0,0.108018,-0.116412,0.945,0.456178,-0.160223,1.372,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.048926,0.977
15:01.5,197574,0,0.133815,-0.117769,0.956,0.454516,-0.159639,1.367,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.048976,0.978
15:01.5,197608,0,0.126611,-0.135033,0.948,0.492471,-0.160575,1.375,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,-0.008478,-0.001396,1.113
15:01.6,197642,0,0.145626,-0.1174,0.953,0.457841,-0.160807,1.377,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.130492,0.042656,0.977
15:01.6,197674,0,0.139365,-0.111167,0.952,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.124096,0.048876,0.976
15:01.6,197706,0,0.139364,-0.117276,0.952,0.454516,-0.159639,1.367,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.049076,0.98
15:01.7,197742,0,0.14532,-0.123256,0.951,0.455181,-0.159872,1.369,0.078355,0.326,0.772,,,,0.268982,-0.17754,0.809,,,,,,,,,,,,,,,,,,,0.190305,0.005701,1.106
15:01.7,197776,0,0.139218,-0.123256,0.951,0.454516,-0.159639,1.367,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.129958,0.036237,0.973
15:01.7,197808,0,0.108329,-0.100657,0.74,0.456178,-0.160223,1.372,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.130893,0.036498,0.98
15:01.8,197843,0,0.083307,-0.111674,0.821,0.490322,-0.159874,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.10871,0.031843,0.855
15:01.8,197875,0,0.139217,-0.129358,0.951,0.456178,-0.160223,1.372,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.124349,0.036424,0.978
15:01.8,197907,0,0.11152,-0.097504,0.835,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,0.28939,-0.177322,0.808,,,,,,,,,,,,,,,,,,,0.156685,0.024017,0.984
15:01.9,197942,0,0.138925,-0.122996,0.949,0.492471,-0.160575,1.375,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.093255,0.055423,0.981
15:01.9,197975,0,0.138486,-0.122608,0.946,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.19319,0.061462,0.977
15:01.9,198008,0,0.133675,-0.111517,0.955,0.457176,-0.160573,1.375,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.124096,0.048876,0.976
15:02.0,198042,0,0.139218,-0.117153,0.951,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.084299,0.027145,1.112
15:02.0,198074,0,0.127012,-0.117152,0.951,0.457176,-0.160573,1.375,0.078355,0.326,0.772,,,,0.257676,-0.189972,0.775,,,,,,,,,,,,,,,,,,,0.183042,0.012787,1.105
15:02.0,198107,0,0.133675,-0.117645,0.955,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.130493,0.048925,0.977
15:02.1,198141,0,0.139803,-0.123774,0.955,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.130358,0.036349,0.976
15:02.1,198173,0,0.145473,-0.123386,0.952,0.455181,-0.159872,1.369,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.137042,0.049025,0.979
15:02.1,198207,0,0.115758,-0.101877,0.827,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.156047,0.005052,0.98
15:02.2,198241,0,0.145016,-0.098637,0.949,0.457841,-0.160807,1.377,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.136623,0.073928,0.976
15:02.2,198274,0,0.140389,-0.111984,0.959,0.455181,-0.159872,1.369,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.136622,0.048875,0.976
15:02.2,198308,0,0.127146,-0.117275,0.952,0.457176,-0.160573,1.375,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,-0.001336,0.0129,1.114
15:02.3,198340,0,0.110718,-0.112763,0.829,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.103103,0.037286,0.854
15:02.3,198374,0,0.109649,-0.122212,0.821,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.206779,-0.001242,0.982
15:02.3,198407,0,0.104889,-0.117513,0.825,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.09171,0.020748,0.85
15:02.4,198441,0,0.139217,-0.135461,0.951,0.455181,-0.159872,1.369,0.077847,0.323888,0.767,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.247978,-0.008527,1.11
15:02.4,198476,0,0.126878,-0.141415,0.95,0.457176,-0.160573,1.375,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.11214,0.030241,0.981
15:02.4,198508,0,0.138046,-0.122219,0.943,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.048976,0.978
15:02.5,198542,0,0.133114,-0.141564,0.951,0.455181,-0.159872,1.369,0.077847,0.323888,0.767,,,,0.267652,-0.176662,0.805,,,,0.150039,-0.274496,0.735,,,,,,,,,,,,,0.246637,-0.008481,1.104
15:02.5,198575,0,0.139071,-0.129222,0.95,0.456178,-0.160223,1.372,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.0427,0.978
15:02.5,198608,0,0.127145,-0.129494,0.952,0.457176,-0.160573,1.375,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,0.187876,0.042871,0.982
15:02.6,198642,0,0.096092,-0.128812,0.947,0.457176,-0.160573,1.375,0.077441,0.322199,0.763,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.161622,-0.008477,1.104
15:02.6,198676,0,0.100199,-0.118225,0.83,0.457841,-0.160807,1.377,0.077137,0.320932,0.76,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.13718,-0.007525,0.98
15:02.6,198710,0,0.121417,-0.142159,0.955,0.457841,-0.160807,1.377,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.117711,0.023799,0.975
15:02.7,198742,0,0.104889,-0.122807,0.825,0.458838,-0.161157,1.38,0.076629,0.318821,0.755,,,,0.257344,-0.189727,0.774,,,,0.280572,-0.235481,0.731,,,,,,,,,,,,,0.13718,-0.007525,0.98
15:02.7,198776,0,0.105016,-0.117655,0.826,0.457176,-0.160573,1.375,0.077137,0.320932,0.76,,,,0.289032,-0.177102,0.807,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.212429,-0.007521,0.979
15:02.7,198807,0,0.126344,-0.116536,0.946,0.457841,-0.160807,1.377,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.123714,0.048725,0.973
15:02.8,198841,0,0.105271,-0.112627,0.828,0.456178,-0.160223,1.372,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.097508,0.031769,0.853
15:02.8,198875,0,0.108017,-0.128541,0.945,0.454516,-0.159639,1.367,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,-0.01562,-0.001396,1.113
15:02.8,198907,0,0.094209,-0.110303,0.741,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.130892,0.02392,0.98
15:02.9,198941,0,0.099957,-0.112627,0.828,0.455181,-0.159872,1.369,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.162813,0.031691,0.851
15:02.9,198974,0,0.127145,-0.129494,0.952,0.457176,-0.160573,1.375,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.130626,0.036423,0.978
15:02.9,199008,0,0.138632,-0.128814,0.947,0.457176,-0.160573,1.375,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.042656,0.977
15:03.0,199041,0,0.126477,-0.134891,0.947,0.491396,-0.160224,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.180094,0.036272,0.974
15:03.0,199076,0,0.120782,-0.117029,0.95,0.455181,-0.159872,1.369,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.0427,0.978
15:03.0,199107,0,0.078318,-0.071931,0.616,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.077147,0.032,0.639
15:03.1,199140,0,0.12091,-0.111049,0.951,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.169013,0.019897,1.106
15:03.1,199174,0,0.121926,-0.124292,0.959,0.455181,-0.159872,1.369,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.030332,0.036577,0.982
15:03.1,199208,0,0.121926,-0.124292,0.959,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.130626,0.036423,0.978
15:03.2,199240,0,0.133395,-0.117399,0.953,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.136342,0.042525,0.974
15:03.2,199274,0,0.139218,-0.11105,0.951,0.456178,-0.160223,1.372,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.048926,0.977
15:03.2,199309,0,0.105652,-0.113035,0.831,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.163004,0.037196,0.852
15:03.3,199342,0,0.120527,-0.12895,0.948,0.457841,-0.160807,1.377,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.130225,0.030055,0.975
15:03.3,199375,0,0.121163,-0.123514,0.953,0.456178,-0.160223,1.372,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,0.077301,0.012896,1.114
15:03.3,199408,0,0.100319,-0.118367,0.831,0.456178,-0.160223,1.372,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.097165,0.020748,0.85
15:03.4,199441,0,0.122435,-0.12481,0.963,0.455181,-0.159872,1.369,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.175792,0.012776,1.104
15:03.4,199474,0,0.137899,-0.134179,0.942,0.455181,-0.159872,1.369,0.077238,0.321354,0.761,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.169012,-0.008493,1.106
15:03.4,199508,0,0.132834,-0.135176,0.949,0.456178,-0.160223,1.372,0.07734,0.321777,0.762,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.247085,0.012796,1.106
15:03.5,199540,0,0.12129,-0.129766,0.954,0.457841,-0.160807,1.377,0.077137,0.320932,0.76,,,,0.257344,-0.189727,0.774,,,,0.279805,-0.234836,0.729,,,,,,,,,,,,,0.23977,0.005694,1.105
15:03.5,199573,0,0.132695,-0.12895,0.948,0.456178,-0.160223,1.372,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.186536,0.042566,0.975
15:03.5,199606,0,0.126745,-0.122996,0.949,0.457176,-0.160573,1.375,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.117832,0.042613,0.976
15:03.6,199640,0,0.138485,-0.134749,0.946,0.456178,-0.160223,1.372,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.130626,0.048976,0.978
15:03.6,199673,0,0.132835,-0.122996,0.949,0.455181,-0.159872,1.369,0.077035,0.32051,0.759,,,,0.258009,-0.190217,0.776,,,,,,,,,,,,,,,,,,,0.17627,0.012811,1.107
15:03.6,199706,0,0.114805,-0.141563,0.951,0.454518,-0.124549,1.367,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.11771,0.017542,0.975
15:03.7,199740,0,0.132834,-0.135176,0.949,0.456178,-0.160223,1.372,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,-0.008478,-0.001396,1.113
15:03.7,199773,0,0.09887,-0.121914,0.819,0.455181,-0.159872,1.369,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,0.086256,0.026203,0.85
15:03.7,199806,0,0.114202,-0.134748,0.946,-0.106035,0.294165,1.356,0.077137,0.320932,0.76,,,,0.257676,-0.189972,0.775,,,,0.150856,-0.27599,0.739,,,,,,,,,,,,,0.16206,-0.015604,1.107
15:03.8,199840,0,0.126343,-0.14689,0.946,0.455181,-0.159872,1.369,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.180094,0.030022,0.974
15:03.8,199873,0,0.127011,-0.141564,0.951,0.456178,-0.160223,1.372,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.111682,0.017578,0.977
15:03.8,199907,0,0.121417,-0.129902,0.955,0.456178,-0.160223,1.372,0.077441,0.322199,0.763,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.246638,-0.001396,1.104
15:03.9,199942,0,0.106542,-0.113987,0.838,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.103706,0.020967,0.859
15:03.9,199973,0,0.12661,-0.1472,0.948,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.111568,0.01756,0.976
15:03.9,200006,0,0.132554,-0.140968,0.947,0.457176,-0.160573,1.375,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.118073,0.030148,0.978
15:04.0,200042,0,0.139364,-0.129494,0.952,0.456178,-0.160223,1.372,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.26128,0.005698,1.106
15:04.0,200074,0,0.14425,-0.134464,0.944,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.124476,0.030178,0.979
15:04.0,200106,0,0.126477,-0.134891,0.947,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.11134,0.030025,0.974
15:04.1,200142,0,0.105017,-0.112355,0.826,0.457176,-0.160573,1.375,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.13718,-0.001236,0.98
15:04.1,200176,0,0.12661,-0.1472,0.948,0.456178,-0.160223,1.372,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.112254,0.030271,0.982
15:04.1,200209,0,0.138485,-0.14082,0.946,0.456178,-0.160223,1.372,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.169318,-0.001398,1.108
15:04.2,200242,0,0.132554,-0.147045,0.947,0.492471,-0.160575,1.375,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.112254,0.030271,0.982
15:04.2,200276,0,0.133115,-0.123255,0.951,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,-0.0085,0.012924,1.116
15:04.2,200308,0,0.132415,-0.116537,0.946,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.186154,0.054967,0.973
15:04.3,200342,0,0.100561,-0.118652,0.833,0.456178,-0.160223,1.372,0.077847,0.323888,0.767,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.13802,-0.001243,0.986
15:04.3,200374,0,0.133955,-0.117892,0.957,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,0.28939,-0.177322,0.808,,,,,,,,,,,,,,,,,,,0.16886,0.019879,1.105
15:04.3,200406,0,0.133814,-0.142308,0.956,0.454516,-0.159639,1.367,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.124221,0.017577,0.977
15:04.4,200442,0,0.090775,-0.136029,0.955,0.491396,-0.160224,1.372,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.112254,0.030271,0.982
15:04.4,200475,0,0.105143,-0.123105,0.827,0.455181,-0.159872,1.369,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.152604,0.031841,0.855
15:04.4,200508,0,0.121544,-0.142308,0.956,0.456178,-0.160223,1.372,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.180834,0.030145,0.978
15:04.5,200543,0,0.074485,-0.087885,0.617,0.456178,-0.160223,1.372,0.077238,0.321354,0.761,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.160875,-0.000966,0.764
15:04.5,200574,0,0.126877,-0.159704,0.95,0.455181,-0.159872,1.369,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.181388,0.023942,0.981
15:04.5,200607,0,0.099957,-0.123254,0.828,0.455181,-0.159872,1.369,0.077441,0.322199,0.763,,,,0.267319,-0.176443,0.804,,,,,,,,,,,,,,,,,,,0.214383,0.005091,0.988
15:04.6,200642,0,0.126877,-0.147511,0.95,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.247308,-0.0014,1.107
15:04.6,200674,0,0.0773,-0.094407,0.608,0.455181,-0.159872,1.369,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,-0.010891,-0.000973,0.776
15:04.6,200709,0,0.150308,-0.134465,0.944,0.454516,-0.159639,1.367,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,0.091516,0.005742,1.113
15:04.7,200744,0,0.104762,-0.127946,0.824,0.456178,-0.160223,1.372,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.157351,0.02623,0.851
15:04.7,200774,0,0.132275,-0.116413,0.945,0.455181,-0.159872,1.369,0.077238,0.321354,0.761,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.168554,0.012765,1.103
15:04.7,200808,0,0.133814,-0.136173,0.956,0.456178,-0.160223,1.372,0.077137,0.320932,0.76,,,,0.268317,-0.177101,0.807,,,,0.286331,-0.221164,0.746,,,,,,,,,,,,,0.190407,0.0292,1.018
15:04.8,200840,0,0.126477,-0.140968,0.947,0.454516,-0.159639,1.367,0.077137,0.320932,0.76,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.246861,0.005693,1.105
15:04.8,200874,0,0.127012,-0.123255,0.951,0.455181,-0.159872,1.369,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,-0.001336,-0.001396,1.113
15:04.8,200906,0,0.127145,-0.135603,0.952,0.456178,-0.160223,1.372,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.111911,0.023897,0.979
15:04.9,200940,0,0.078038,-0.122211,0.821,0.456178,-0.160223,1.372,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.055876,-0.007582,0.988
15:04.9,200974,0,0.133534,-0.14201,0.954,0.454516,-0.159639,1.367,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.03024,0.981
15:04.9,201007,0,0.1204,-0.140968,0.947,0.457176,-0.160573,1.375,0.076934,0.320088,0.758,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.161328,-0.015534,1.102
15:05.0,201040,0,0.096091,-0.140967,0.947,0.457176,-0.160573,1.375,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.123967,0.011285,0.975
15:05.0,201074,0,0.104889,-0.117513,0.825,0.491396,-0.160224,1.372,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.09171,0.020748,0.85
15:05.0,201108,0,0.10044,-0.11851,0.832,0.457176,-0.160573,1.375,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.091818,0.020772,0.851
15:05.1,201140,0,0.126877,-0.147511,0.95,0.455181,-0.159872,1.369,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,0.111796,0.017596,0.978
15:05.1,201174,0,0.121417,-0.142159,0.955,0.490322,-0.159874,1.369,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.239119,0.005678,1.102
15:05.1,201208,0,0.084013,-0.10941,0.735,0.456178,-0.160223,1.372,0.077238,0.321354,0.761,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.231626,-0.001391,1.1
15:05.2,201242,0,0.104762,-0.122658,0.824,0.456178,-0.160223,1.372,0.07734,0.321777,0.762,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.2072,-0.001244,0.984
15:05.2,201273,0,0.094415,-0.117655,0.826,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,0.268982,-0.17754,0.809,,,,,,,,,,,,,,,,,,,0.212213,0.005039,0.978
15:05.2,201306,0,0.132555,-0.128814,0.947,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,0.257344,-0.189727,0.774,,,,0.286331,-0.221164,0.746,,,,,,,,,,,,,0.161768,-0.001394,1.105
15:05.3,201339,0,0.12129,-0.129766,0.954,0.455181,-0.159872,1.369,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,-0.008516,-0.001402,1.118
15:05.3,201374,0,0.114686,-0.123125,0.95,0.454516,-0.159639,1.367,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.111569,0.03635,0.976
15:05.3,201406,0,0.078323,-0.117369,0.824,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.103102,0.015365,0.854
15:05.4,201440,0,0.094415,-0.112354,0.826,0.456178,-0.160223,1.372,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.09171,0.020748,0.85
15:05.4,201474,0,0.105143,-0.117798,0.827,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,0.267652,-0.176662,0.805,,,,0.280956,-0.235803,0.732,,,,,,,,,,,,,0.206989,-0.001243,0.983
15:05.4,201506,0,0.132695,-0.12895,0.948,0.456178,-0.160223,1.372,0.07734,0.321777,0.762,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.175792,0.005691,1.104
15:05.5,201540,0,0.133394,-0.135746,0.953,0.457176,-0.160573,1.375,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.188258,0.042959,0.984
15:05.5,201573,0,0.096396,-0.141413,0.95,0.455181,-0.159872,1.369,0.077949,0.32431,0.768,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.16206,-0.022708,1.107
15:05.5,201605,0,0.132975,-0.129222,0.95,0.456178,-0.160223,1.372,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.123968,0.036312,0.975
15:05.6,201639,0,0.126878,-0.141415,0.95,0.492471,-0.160575,1.375,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,-0.015649,-0.008553,1.115
15:05.6,201673,0,0.102925,-0.111399,0.954,0.453518,-0.159289,1.364,0.077949,0.32431,0.768,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.254413,0.019911,1.107
15:05.6,201707,0,0.127813,-0.124033,0.957,0.456178,-0.160223,1.372,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.042656,0.977
15:05.7,201740,0,0.116038,-0.107443,0.829,0.454516,-0.159639,1.367,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.103103,0.031806,0.854
15:05.7,201773,0,0.110183,-0.117513,0.825,0.455181,-0.159872,1.369,0.07734,0.321777,0.762,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.213081,0.011362,0.982
15:05.7,201807,0,0.110451,-0.112491,0.827,0.455181,-0.159872,1.369,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.097851,0.031881,0.856
15:05.8,201840,0,0.144557,-0.110466,0.946,0.457176,-0.160573,1.375,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.192596,0.061273,0.974
15:05.8,201873,0,0.08351,-0.106664,0.823,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.097966,0.037417,0.857
15:05.8,201909,0,0.110317,-0.112355,0.826,0.456178,-0.160223,1.372,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.157722,0.042714,0.853
15:05.9,201939,0,0.133534,-0.129766,0.954,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.247978,0.005719,1.11
15:05.9,201973,0,0.138925,-0.110817,0.949,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.130359,0.055139,0.976
15:05.9,202007,0,0.144557,-0.098325,0.946,0.455181,-0.159872,1.369,0.057931,0.322622,0.764,,,,0.268317,-0.177101,0.807,,,,0.130458,-0.273002,0.731,,,,,,,,,,,,,0.189962,0.041114,1.104
15:06.0,202040,0,0.144404,-0.122478,0.945,0.457176,-0.160573,1.375,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.124732,0.055421,0.981
15:06.0,202073,0,0.139364,-0.123385,0.952,0.455181,-0.159872,1.369,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.124349,0.036424,0.978
